field,fold,rank,original_index,size_ratio,captured_energy,projection_error,surrogate_error,excess_error,random_state
bulk,2,4,80,1.808081,0.9836906040814387,0.002291587733275462,0.0024085308310592196,0.00011694309778375765,1204
bulk,2,4,86,1.868687,0.9836906040814387,0.0027410794388261855,0.0030362962529691976,0.0002952168141430122,1204
bulk,2,4,91,1.919192,0.9836906040814387,0.002651342718070138,0.00452642369605446,0.0018750809779843215,1204
bulk,2,4,97,1.979798,0.9836906040814387,0.002704105705866267,0.0029396434036236684,0.0002355376977574014,1204
bulk,2,6,2,1.020202,0.9874467880783331,0.002329694533941161,0.00378015347971991,0.0014504589457787491,1206
bulk,2,6,8,1.080808,0.9874467880783331,0.002077378241715167,0.00441807501129155,0.002340696769576383,1206
bulk,2,6,13,1.131313,0.9874467880783331,0.002022651351658973,0.002606533668294361,0.000583882316635388,1206
bulk,2,6,19,1.191919,0.9874467880783331,0.0029103240413345154,0.004693480984846391,0.0017831569435118756,1206
bulk,2,6,24,1.242424,0.9874467880783331,0.0022488858138661493,0.00534314585740863,0.0030942600435424805,1206
bulk,2,6,30,1.30303,0.9874467880783331,0.0022668018145984834,0.0034790686102556738,0.0012122667956571903,1206
bulk,2,6,36,1.363636,0.9874467880783331,0.0019494285259425835,0.0025983455950092087,0.0006489170690666252,1206
bulk,2,6,41,1.414141,0.9874467880783331,0.002810738663618355,0.00419524301158432,0.001384504347965965,1206
bulk,2,6,47,1.474747,0.9874467880783331,0.002620982191348427,0.003413114173437919,0.0007921319820894919,1206
bulk,2,6,52,1.525253,0.9874467880783331,0.0026717774740315572,0.004081007726964994,0.0014092302529334364,1206
